RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cat_Geography_France,Cat_Geography_Germany,Cat_Geography_Spain
358,15661629,Ricci,131,1,16,9,3771,0,1,0,8707,1,0,0,1
359,15633950,Yen,346,1,23,1,1713,0,1,1,6194,0,1,0,0
360,15592386,Campbell,129,1,40,3,0,1,0,1,1604,0,1,0,0
361,15803716,West,315,1,10,3,0,1,0,1,9091,0,0,0,1
362,15696674,Robinson,252,0,27,2,5450,0,0,1,125,1,0,1,0
363,15706365,Bianchi,257,0,32,9,1757,0,1,1,9467,0,1,0,0
364,15745088,Chen,52,0,11,9,1515,1,1,0,564,0,0,1,0
365,15676715,Madukaego,249,1,50,9,0,1,1,1,9973,0,1,0,0
366,15613085,Ibrahimova,237,0,15,3,0,0,1,1,9406,0,0,0,1
367,15633537,Nolan,149,0,24,9,869,1,1,0,8620,0,0,1,0
368,15594720,Scott,69,0,17,8,1774,1,1,1,9456,0,0,1,0
369,15684042,Blair,245,1,16,2,30,1,0,1,2625,0,0,1,0
370,15583303,Monaldo,202,0,11,2,5514,0,1,0,1665,0,1,0,0
371,15611579,Sutherland,410,1,24,4,4957,0,1,1,538,0,0,0,1
372,15774696,Cole,249,0,57,1,2061,1,0,1,5681,0,0,1,0
373,15694506,Briggs,220,1,13,0,2184,1,1,1,9186,0,0,1,0
374,15688074,Gregory,411,1,13,1,3652,0,1,1,9371,0,0,1,0
375,15759537,Bianchi,326,1,17,7,136,1,1,1,8611,0,0,1,0
376,15758449,Angelo,378,0,21,8,0,0,0,1,1039,0,1,0,0
377,15583456,Gardiner,354,1,27,10,2974,2,1,1,6140,1,0,1,0
378,15667871,Kerr,181,1,17,4,5528,0,1,0,6438,0,0,0,1
379,15677371,Ko,238,0,12,2,15,0,1,0,963,0,0,0,1
380,15629677,Distefano,296,0,21,2,0,2,0,0,9403,1,0,0,1
381,15713578,Farrell,92,0,32,9,0,1,1,1,5571,0,1,0,0
382,15591509,Milano,299,1,18,7,1693,1,1,0,6204,0,1,0,0
383,15568240,Ting,101,0,12,10,486,1,0,1,7372,0,0,1,0
384,15622993,Boyd,318,1,10,8,3635,1,1,0,7292,0,0,1,0
385,15689294,Onyemaechi,314,1,26,3,2024,0,1,0,4104,0,0,1,0
386,15720910,Black,169,0,48,9,0,0,1,1,792,0,1,0,0
387,15721181,Oliver,220,1,28,6,0,1,1,0,2234,0,0,0,1
388,15776433,Greco,339,1,44,2,0,1,1,1,9329,0,0,0,1
389,15748936,Whitehead,318,0,27,2,0,1,0,1,8137,0,0,0,1
390,15717225,Ikemefuna,153,0,3,10,5842,1,1,0,467,0,1,0,0
391,15685226,Morrison,321,0,11,7,5264,0,1,1,4243,0,0,1,0
392,15785611,Onyeoruru,361,1,20,3,6252,0,1,1,3543,0,0,1,0
393,15573456,Cunningham,257,1,28,9,3837,1,1,0,3838,1,0,0,1
394,15684548,Demidov,165,1,20,8,0,1,0,0,16,1,0,0,1
395,15620505,Celis,203,0,6,0,1398,0,1,1,3538,0,0,0,1
396,15807432,Cheng,254,0,19,2,4597,1,0,1,7704,0,0,1,0
397,15584766,Knight,166,1,15,3,101,0,1,1,15,0,1,0,0
398,15612187,Morin,156,1,14,8,5670,0,1,0,3365,0,0,1,0
399,15762218,Mills,310,0,21,9,0,1,0,1,7325,0,1,0,0
400,15646372,Outhwaite,225,0,48,1,4528,0,1,0,9206,1,1,0,0
401,15690452,Tung,214,1,34,1,205,0,1,0,5468,0,1,0,0
402,15747795,Pai,202,0,20,4,4047,0,1,1,7728,0,0,1,0
403,15781589,Carpenter,360,1,34,8,0,1,0,1,8974,0,0,0,1
404,15732674,Fennell,52,1,18,6,323,1,0,1,2806,0,0,0,1
405,15642291,Fontaine,294,1,5,8,0,1,1,1,5620,0,1,0,0
406,15692761,Pratt,327,1,18,9,0,0,1,0,2235,0,1,0,0
407,15578045,Mitchell,147,0,31,9,4915,0,0,0,8677,1,0,0,1
408,15745354,Franklin,220,0,19,4,0,1,1,0,6300,0,0,0,1
409,15701376,K'ung,277,1,19,10,5557,1,1,1,7980,0,0,1,0
410,15691625,Ko,146,0,23,3,4716,0,1,0,5358,0,0,1,0
411,15566594,McKenzie,318,1,5,10,0,1,0,0,6499,0,0,0,1
412,15760431,Pino,459,1,20,1,0,1,1,1,3987,0,1,0,0
413,15686302,Fisk,354,0,13,3,3595,0,1,1,7045,0,0,0,1
414,15801559,Chiang,302,0,23,9,6234,2,1,1,9390,1,0,1,0
415,15810432,Moseley,404,1,17,8,0,1,1,0,8345,0,0,0,1
416,15809616,Hsiung,235,1,8,8,0,1,0,0,9563,0,0,0,1
417,15720559,Heath,96,0,43,5,2396,0,0,0,575,1,0,1,0
418,15695632,Dellucci,165,0,21,9,968,0,1,1,4762,0,1,0,0
419,15659843,Li,252,0,28,6,0,1,0,0,5359,0,1,0,0
420,15615624,De Salis,214,0,10,6,0,1,0,0,7975,0,1,0,0
421,15810418,T'ang,365,0,42,3,2864,0,1,0,4680,1,0,1,0
422,15716186,Richardson,195,0,20,2,0,1,1,0,4360,0,1,0,0
423,15674551,Fitch,144,1,22,7,2515,0,1,0,403,1,0,1,0
424,15622834,Stevenson,287,0,17,4,0,0,1,0,6292,0,1,0,0
425,15566111,Estes,205,1,21,9,0,0,1,0,2394,0,1,0,0
426,15784597,Lattimore,257,1,8,9,5883,0,1,0,4921,0,1,0,0
427,15652883,Chung,101,1,21,10,3619,1,1,0,7462,0,0,1,0
428,15806964,Utz,311,1,27,0,613,0,1,1,1355,0,1,0,0
429,15576313,Wei,95,0,22,9,342,0,1,0,3771,0,0,1,0
430,15806467,Boyle,177,1,22,1,1536,0,0,0,6751,1,0,1,0
431,15597602,Nwachinemelu,228,1,39,3,4684,0,1,1,3586,1,0,1,0
432,15743040,Kuznetsova,333,1,23,2,3912,1,0,1,9979,0,0,1,0
433,15705521,Pisani,157,0,15,0,1656,0,1,0,2091,0,0,1,0
434,15595039,Manna,154,0,19,8,2764,0,1,0,6822,1,0,1,0
435,15799384,Collier,292,1,15,8,0,0,0,0,3644,0,1,0,0
436,15581197,Ricci,371,0,33,3,1537,0,0,1,4276,0,1,0,0
437,15693737,Carr,236,0,12,4,578,1,1,0,6507,0,0,1,0
438,15624623,Hs?,125,1,17,10,1879,1,0,0,5997,0,1,0,0
439,15783501,Findlay,409,0,20,2,6030,1,1,0,3381,0,1,0,0
440,15690134,Hughes,73,0,24,3,808,0,1,1,8205,0,0,1,0
441,15782735,Chukwuemeka,235,0,17,3,0,0,0,0,3995,0,1,0,0
442,15611088,Genovese,399,0,13,9,0,1,1,0,4194,0,1,0,0
443,15672145,Swift,143,0,16,7,3341,1,1,1,3472,0,1,0,0
444,15732628,Ugoji,354,1,28,2,3398,0,1,1,5917,0,1,0,0
445,15787470,Parkinson,162,1,29,3,2917,0,0,0,7317,1,0,0,1
446,15803406,Ross,357,0,8,1,506,0,0,1,9167,0,1,0,0
447,15730460,Oleary,331,1,19,2,0,0,0,0,6062,0,1,0,0
448,15644572,Turnbull,110,1,22,4,3723,0,1,1,5009,0,1,0,0
449,15694860,Uspensky,284,0,20,6,269,0,0,0,6971,1,1,0,0
450,15658169,Cook,387,0,29,6,3850,1,1,0,6254,0,0,0,1
451,15794396,Newbold,103,0,20,7,6150,0,1,0,1959,0,0,1,0
452,15785798,Uchechukwu,459,1,22,9,0,1,0,1,5972,0,1,0,0
453,15710825,Ch'en,201,1,13,7,2377,0,0,0,2143,0,0,0,1
454,15668444,He,199,0,26,3,4779,0,1,0,3076,0,0,0,1
455,15726631,Hilton,367,0,21,6,3855,0,0,1,2783,0,1,0,0
456,15733797,Sal,115,1,18,5,0,1,1,0,8218,0,1,0,0
457,15747960,Eluemuno,342,1,15,3,0,0,1,1,382,0,1,0,0
458,15634632,Titus,320,1,20,3,0,1,1,0,3401,0,1,0,0
459,15707362,Yin,123,1,25,1,1272,0,0,1,9954,1,0,1,0
460,15662976,Lettiere,246,1,19,8,0,0,1,1,9304,0,0,0,1
461,15732778,Templeman,77,1,11,1,2509,1,1,1,9770,0,0,1,0
462,15718443,Chibuzo,148,1,21,3,0,1,1,0,1808,0,1,0,0
463,15670039,Sun,118,0,7,3,2264,1,1,0,5368,0,0,0,1
464,15773792,Evans,271,0,14,4,4401,0,1,1,2387,1,1,0,0
465,15613786,Ogbonnaya,427,1,8,4,0,1,1,1,8341,0,0,0,1
466,15726032,Enyinnaya,217,1,15,9,984,0,1,0,3413,0,1,0,0
467,15663252,Olisanugo,459,0,14,9,0,1,1,1,928,0,0,0,1
468,15593782,Brookes,425,0,20,5,4164,2,1,0,3559,1,0,1,0
469,15633283,Padovano,145,1,17,8,0,1,1,0,3213,0,1,0,0
470,15749167,Fisk,362,1,17,3,0,1,1,1,9255,0,1,0,0
471,15759298,Shih,240,1,9,10,4418,0,1,1,8826,0,0,0,1
472,15683625,Hare,312,1,19,1,5402,0,1,0,1022,1,1,0,0
473,15635367,Muir,383,1,8,2,1180,0,1,0,1412,0,1,0,0
474,15681705,Fanucci,394,1,10,8,0,1,1,0,3826,0,1,0,0
475,15603156,Elewechi,180,0,15,1,0,1,1,0,5145,0,1,0,0
476,15591986,Johnston,230,1,28,6,4895,0,0,0,1695,1,0,1,0
477,15798888,Pisano,214,0,13,1,3038,0,1,1,9199,0,0,1,0
478,15809722,Ankudinov,220,0,22,8,1639,1,1,0,7407,0,1,0,0
479,15677538,Nwokike,178,1,20,7,0,0,1,1,5443,0,1,0,0
480,15797736,Smith,267,1,11,4,593,0,1,1,1021,0,1,0,0
481,15695585,Atkins,397,1,16,6,5699,0,0,1,9071,0,0,0,1
482,15744398,Burns,134,0,5,5,0,1,1,0,8015,0,1,0,0
483,15750658,Obiuto,407,1,19,8,0,2,0,0,5561,0,1,0,0
484,15578186,Pirozzi,95,1,19,9,2799,1,1,0,7277,0,0,1,0
485,15676519,George,224,1,43,9,0,1,1,0,7553,1,0,0,1
486,15637954,Lewis,339,0,17,0,5661,0,1,1,2633,0,1,0,0
487,15758639,Moran,250,1,19,7,0,1,1,0,3727,0,1,0,0
488,15613772,Dalrymple,151,1,21,3,4482,0,1,1,722,1,1,0,0
489,15731744,Carslaw,301,1,12,2,0,1,0,1,6540,0,1,0,0
490,15807709,Kirby,323,0,37,9,6222,0,1,1,4993,0,0,1,0
491,15714689,Houghton,200,1,11,1,1413,0,1,1,9804,0,0,0,1
492,15699005,Martin,319,0,23,2,5685,0,1,1,506,0,1,0,0
493,15624170,Tan,248,0,20,4,639,1,0,1,5959,0,1,0,0
494,15725679,Hsia,140,0,29,6,0,0,0,0,9741,1,1,0,0
495,15585865,Westerberg,282,0,20,2,6065,1,0,0,6772,1,1,0,0
496,15804256,Hale,374,1,18,8,1100,1,1,1,3604,0,0,1,0
497,15662403,Kryukova,231,0,14,6,6045,1,1,0,5050,0,1,0,0
498,15733616,Sopuluchukwu,415,1,22,5,605,0,1,1,7163,0,1,0,0
499,15591995,Barry,366,1,8,8,3344,1,1,1,6393,0,0,1,0
500,15677020,Selezneva,179,0,40,8,0,0,0,1,5842,1,1,0,0
501,15727688,Chizuoke,164,1,14,4,0,1,1,1,2668,0,0,0,1
502,15715941,Lueck,301,1,36,5,0,1,1,1,4425,0,1,0,0
503,15714485,Udinese,383,1,42,5,817,0,1,0,3668,1,1,0,0
504,15730059,Udobata,247,1,26,9,499,1,1,1,5589,0,0,0,1
505,15715527,Freeman,152,0,23,4,0,0,0,0,9736,0,0,0,1
506,15576623,Outlaw,193,1,13,5,0,1,1,0,1538,0,1,0,0
507,15805565,Obiuto,300,1,12,7,2945,0,1,0,1046,0,0,1,0
508,15677307,Lo,293,0,22,6,4624,0,1,0,9347,0,0,1,0
509,15773890,Okechukwu,342,1,4,5,0,1,1,1,5884,0,1,0,0
510,15598883,King,208,0,19,2,0,1,1,1,7218,0,0,0,1
511,15568506,Forbes,133,0,13,10,263,1,1,1,8085,0,0,1,0
512,15761043,Macleod,241,0,20,6,844,1,1,0,4908,0,0,1,0
513,15782236,Gibbs,344,1,16,5,0,1,0,0,3519,0,0,0,1
514,15593601,Isayev,343,1,16,6,4366,0,1,1,654,0,1,0,0
515,15682048,Pisano,214,0,33,3,4549,0,1,1,3333,1,1,0,0
516,15746902,Belstead,402,1,20,9,0,1,1,0,4398,0,0,0,1
517,15752081,Vassiliev,77,0,38,10,0,2,0,1,3078,1,1,0,0
518,15781307,Schneider,388,1,19,7,3209,1,1,0,6819,0,0,1,0
519,15775912,Mazzanti,307,1,30,4,1671,1,0,1,8901,1,1,0,0
520,15745417,Knipe,316,1,40,6,970,0,0,1,6355,0,1,0,0
521,15671256,Macartney,459,0,17,1,6370,0,1,0,9426,1,1,0,0
522,15653547,Madukwe,459,1,38,7,4190,0,1,1,5970,0,1,0,0
523,15595766,Watts,136,1,19,5,1173,1,1,1,6986,0,0,0,1
524,15742358,Humphreys,305,1,14,8,1664,0,1,1,5808,0,0,1,0
525,15763274,Wu,270,1,30,3,3227,0,0,0,4837,0,1,0,0
526,15786063,Chin,385,0,13,2,0,1,1,1,5629,0,1,0,0
527,15600258,Chesnokova,310,1,25,2,0,1,1,1,8261,0,1,0,0
528,15573318,Kung,219,1,8,8,0,1,1,0,8280,0,1,0,0
529,15653849,Lu,181,0,30,3,5552,0,1,0,1888,1,0,1,0
530,15694272,Nkemakolam,282,1,12,1,218,0,1,1,3856,0,1,0,0
531,15736112,Walton,128,0,39,2,3132,1,1,1,1471,0,0,0,1
532,15749851,Brookes,311,0,8,4,4495,0,0,1,2948,0,0,0,1
533,15663478,Baldwin,338,1,14,6,1171,0,1,1,3981,0,1,0,0
534,15592300,Mai,152,1,17,10,147,0,1,0,3803,0,0,0,1
535,15567832,Shih,159,0,22,7,2726,0,1,0,2643,0,1,0,0
536,15776780,He,217,1,41,1,0,0,1,0,3498,1,1,0,0
537,15592846,Fiorentini,248,1,17,10,3932,1,1,0,2913,0,0,1,0
538,15739803,Lucciano,295,1,16,9,0,1,1,0,6414,0,0,0,1
539,15794142,Ferreira,173,0,44,5,2770,2,0,1,899,1,0,1,0
540,15762729,Ukaegbunam,354,0,10,1,2452,0,1,0,3629,1,0,1,0
541,15667896,De Luca,442,1,19,8,5466,1,1,1,6828,0,1,0,0
542,15626578,Milne,231,1,8,9,0,1,1,1,7694,0,1,0,0
543,15776223,Davide,206,0,24,4,226,0,1,1,5364,0,1,0,0
544,15705953,Kodilinyechukwu,330,1,33,0,6046,0,1,0,5475,1,0,0,1
545,15802593,Little,113,0,31,7,0,2,0,1,4385,1,1,0,0
546,15615457,Burns,451,0,26,2,2583,1,1,0,6369,0,0,0,1
547,15708916,Paterson,196,1,20,0,0,1,1,0,2314,0,1,0,0
548,15720187,Han,88,0,12,7,5074,1,1,0,2053,0,0,1,0
549,15595440,Kryukova,117,1,31,7,3422,1,1,1,3752,0,1,0,0
550,15600651,Ijendu,358,1,6,1,0,2,1,1,2340,0,1,0,0
551,15750141,Reichard,330,0,18,3,233,1,1,0,1429,0,0,1,0
552,15657284,Day,283,1,29,6,2107,0,1,1,113,1,0,1,0
553,15763063,Price,294,0,7,10,3966,0,1,0,6102,0,0,0,1
554,15709324,Bruce,26,1,16,7,0,1,1,0,2699,0,1,0,0
555,15711309,Sumrall,183,1,15,3,4082,0,1,0,9645,0,0,1,0
556,15775318,Lu,199,0,33,3,5638,2,0,1,9587,1,0,0,1
557,15705515,Lazarev,196,1,22,5,4713,1,1,0,7969,0,0,1,0
558,15634844,Miller,207,1,23,3,1059,0,1,0,9566,1,0,1,0
559,15717046,Wentworth-Shields,350,1,35,3,0,1,1,1,1916,0,0,0,1
560,15571816,Ritchie,459,0,52,5,0,0,1,1,37,0,0,0,1
561,15670080,Mackenzie,193,0,11,7,1964,0,0,1,6953,0,0,1,0
562,15800440,Power,259,1,43,1,5558,0,0,1,4133,0,0,0,1
563,15665678,Tan,216,1,18,8,5758,0,1,1,3801,0,0,0,1
564,15665956,Pendergrass,118,0,28,1,0,0,1,0,3533,1,1,0,0
565,15788126,Evans,298,0,20,6,3277,0,1,1,611,0,0,0,1
566,15811773,Hsia,152,1,18,4,0,1,1,1,7090,0,1,0,0
567,15651674,Billson,47,0,36,2,0,0,0,0,9581,1,0,0,1
568,15689614,Teng,296,0,45,1,4660,0,1,1,1866,0,0,0,1
569,15795564,Moretti,346,1,13,5,3294,1,1,1,3714,0,0,1,0
570,15706647,Jordan,370,1,13,7,0,2,1,1,8324,0,1,0,0
571,15728505,Ts'ao,210,1,26,1,1621,1,1,1,3098,0,1,0,0
572,15730076,Osborne,260,1,27,1,0,0,1,0,3362,1,1,0,0
573,15622003,Carslaw,354,1,17,9,1116,1,1,0,8072,0,1,0,0
574,15607312,Ch'ang,257,0,31,10,0,1,1,1,7998,1,0,0,1
575,15644753,Hung,457,1,22,3,2437,0,1,1,1511,0,0,0,1
576,15653620,Gordon,155,0,9,8,0,1,1,1,744,0,1,0,0
577,15761986,Obialo,48,0,14,3,4754,0,1,0,3747,0,0,0,1
578,15633922,Gray,364,1,12,4,3491,1,0,1,7243,0,1,0,0
579,15734674,Lin,202,0,23,6,0,0,1,0,3233,0,1,0,0
580,15658032,Hopkins,310,1,21,2,0,1,1,1,4108,0,1,0,0
581,15692671,Dobson,310,1,18,8,0,1,1,0,8445,0,0,0,1
582,15737741,McKay,216,0,15,2,2238,1,0,1,5490,1,0,0,1
583,15576352,Revell,195,0,39,3,0,1,0,1,313,0,0,0,1
584,15753719,Rickards,156,0,12,9,366,0,1,0,3814,0,0,1,0
585,15803689,Begum,256,0,33,1,3181,1,0,0,2698,1,0,1,0
586,15718057,Onyinyechukwuka,369,0,33,2,1647,0,0,0,8992,1,1,0,0
587,15722010,Zuyev,230,1,35,9,6077,0,1,0,1740,1,0,0,1
588,15680998,Nwankwo,334,1,26,5,0,0,1,1,5890,0,1,0,0
589,15614782,Hao,135,1,18,1,0,0,1,0,8036,0,1,0,0
590,15591047,Ma,128,0,29,6,5729,1,0,0,7404,1,0,0,1
591,15788291,Okwuadigbo,322,0,20,7,5107,0,1,1,2786,1,0,1,0
592,15604044,Mitchell,309,1,20,8,4461,0,1,0,75,0,1,0,0
593,15679587,Chan,275,0,16,9,2860,0,1,1,1220,0,1,0,0
594,15775153,Buchi,239,1,14,4,663,0,0,0,7348,0,0,0,1
595,15603925,Greco,388,0,8,4,6133,1,0,1,1883,0,0,0,1
596,15680970,Lombardi,220,0,23,2,2713,0,1,0,8200,0,0,1,0
597,15697183,Uchenna,294,1,25,9,0,1,1,0,5406,0,0,0,1
598,15567446,Coffman,255,1,21,9,2497,0,1,1,1510,0,0,1,0
599,15637476,Alexandrova,292,0,39,5,5873,0,0,0,460,1,0,1,0
600,15714939,Fallaci,93,0,16,4,5324,0,0,1,1652,0,0,1,0
601,15683503,Hudson,210,0,25,8,0,2,0,1,5568,1,1,0,0
602,15645569,Mai,371,0,8,7,3528,1,1,1,8465,0,0,0,1
603,15782569,Stout,296,0,54,9,0,0,0,1,3462,0,1,0,0
604,15592387,Burke,175,1,12,5,0,0,1,0,2695,1,1,0,0
605,15609286,Chadwick,311,1,19,10,5434,0,1,1,4746,0,1,0,0
606,15814035,Lawrence,210,1,11,9,0,0,1,1,4005,0,1,0,0
607,15661249,Bellucci,308,1,35,4,0,1,0,1,5584,0,1,0,0
608,15629117,Harper,193,1,10,10,0,1,1,0,978,0,1,0,0
609,15607170,Boyle,308,1,17,5,0,1,1,1,3887,0,1,0,0
610,15586585,Duncan,307,0,33,2,2447,0,1,0,4317,0,0,1,0
611,15686611,Moss,104,1,12,10,4075,0,0,0,8634,0,1,0,0
612,15603203,Avdeyeva,259,0,9,6,0,1,1,0,59,0,1,0,0
613,15619857,Crawford,214,0,46,2,4052,0,1,1,684,0,1,0,0
614,15805062,Lynton,276,1,20,1,866,0,1,1,3862,0,0,0,1
615,15660271,Duncan,297,1,8,8,5208,0,1,1,8755,0,0,1,0
616,15745295,Gether,336,0,13,0,0,0,1,0,6107,1,0,0,1
617,15719352,Davidson,363,1,21,6,6068,1,1,0,4480,0,0,0,1
618,15766575,Larionova,221,0,44,8,4877,0,1,0,9664,1,0,1,0
619,15594594,Loggia,155,1,24,7,4760,0,1,1,4349,0,0,0,1
620,15646161,Steinhoff,282,0,19,8,0,1,1,1,9180,0,0,0,1
621,15682585,Guerra,202,1,17,9,2711,0,1,0,3524,0,1,0,0
622,15603134,Pai,265,0,22,10,6016,0,0,1,7623,0,0,0,1
623,15636444,Craig,144,0,35,5,4930,1,1,1,3759,0,0,1,0
624,15773456,Lazareva,287,1,18,3,5182,1,0,1,4477,0,0,1,0
625,15745307,Ch'iu,86,0,30,2,4015,0,0,1,1294,0,0,0,1
626,15604119,Alderete,459,1,17,7,2393,0,0,0,6347,0,0,0,1
627,15626900,Kung,36,1,11,1,4908,0,1,1,4707,0,1,0,0
628,15605447,Palermo,361,1,31,2,532,0,1,0,385,0,1,0,0
629,15589030,Ts'ai,258,1,29,1,0,1,1,1,7311,0,1,0,0
630,15692463,Rahman,408,0,10,3,4973,0,1,0,2201,0,0,0,1
631,15712403,McMillan,198,0,43,1,0,0,1,0,3024,1,1,0,0
632,15811762,Pickering,192,0,36,6,2868,0,1,0,2838,1,0,1,0
633,15718673,Mirams,448,0,15,10,445,0,1,0,3097,0,0,0,1
634,15724282,Tsao,149,1,26,3,5914,1,1,1,606,0,0,1,0
635,15738181,Douglas,459,1,13,6,268,1,0,0,2458,1,1,0,0
636,15633648,Jideofor,305,0,33,5,0,1,1,0,2700,0,0,0,1
637,15603323,Bell,269,0,15,1,0,1,0,0,5910,0,0,0,1
638,15583725,Mairinger,291,1,30,1,4746,0,0,1,8434,0,1,0,0
639,15588350,McIntyre,353,0,25,10,5295,0,0,1,1180,0,1,0,0
640,15798398,Pagnotto,394,0,18,4,4507,0,0,0,9519,0,1,0,0
641,15784844,K'ung,361,1,30,5,2871,0,1,0,7830,1,0,0,1
642,15580684,Feng,315,0,11,5,2575,0,1,0,2073,0,1,0,0
643,15809663,Donaldson,192,0,9,1,3684,0,1,1,5562,0,1,0,0
644,15640078,Chambers,269,0,21,5,4487,0,1,0,8675,1,0,1,0
645,15698786,Marcelo,428,0,21,9,4330,0,1,0,1326,1,1,0,0
646,15569807,Ejimofor,282,0,16,8,39,0,1,0,1019,1,1,0,0
647,15730830,Dale,361,0,12,3,0,1,1,1,5271,0,1,0,0
648,15805112,Pokrovsky,187,1,20,7,670,0,1,0,446,0,1,0,0
649,15633064,Stonebraker,47,0,18,4,0,1,1,0,3188,0,1,0,0
650,15703119,Liang,261,1,20,6,0,1,1,1,7316,0,1,0,0
651,15730447,Anderson,238,0,31,4,0,1,1,1,9802,0,1,0,0
652,15813850,Christian,329,1,34,7,0,0,1,1,741,0,1,0,0
653,15711889,Mao,277,1,24,3,5429,0,1,0,5428,0,1,0,0
654,15664610,Campbell,68,1,30,4,4406,0,1,1,945,1,0,1,0
655,15751710,Ginikanwa,338,1,13,8,5931,1,1,1,481,0,0,0,1
656,15692926,Toscani,107,1,7,8,3354,0,1,1,6639,0,0,1,0
657,15813741,Nnachetam,158,1,7,6,6334,0,0,1,1062,0,0,0,1
658,15698474,Sagese,210,0,36,1,4174,1,1,1,9981,0,0,1,0
659,15568595,Fleming,153,1,46,9,2680,0,1,1,6234,0,1,0,0
660,15603065,Grubb,360,0,12,6,0,1,1,0,781,0,1,0,0
661,15592937,Napolitani,241,0,23,3,658,0,1,1,1643,0,0,1,0
662,15699637,Anenechi,303,1,39,8,2899,0,1,1,5906,0,0,0,1
663,15667215,Chandler,287,1,13,2,0,1,1,1,2900,0,1,0,0
664,15788659,Howells,304,1,28,4,0,1,1,1,6902,0,1,0,0
665,15763218,Akeroyd,270,0,23,1,0,1,0,1,6589,0,1,0,0
666,15645772,Onwumelu,270,1,15,9,0,1,1,1,4198,0,1,0,0
667,15725511,Wallace,168,0,13,3,3819,0,0,1,8041,0,1,0,0
668,15575024,Uwaezuoke,112,1,11,3,0,1,1,1,7230,0,1,0,0
669,15640825,Loyau,304,1,28,3,3436,0,1,1,2772,0,0,0,1
670,15662397,Small,249,0,24,5,6168,0,1,1,416,0,1,0,0
671,15576368,Bledsoe,233,0,30,3,3415,1,0,0,1477,0,0,1,0
672,15674991,Kao,276,1,24,9,0,1,0,1,2873,0,1,0,0
673,15721024,Wickens,251,1,8,0,0,0,0,0,2320,0,1,0,0
674,15745621,Wertheim,249,0,14,6,3114,1,1,1,933,0,0,0,1
675,15642394,He,138,1,17,5,0,1,1,1,9358,0,0,0,1
676,15754605,Jarvis,172,0,21,5,0,1,1,1,872,0,1,0,0
677,15607040,P'an,202,0,20,4,926,1,1,0,3328,0,0,0,1
678,15715142,Repina,348,1,27,7,1768,0,0,1,7432,1,0,1,0
679,15810978,Pugliesi,397,0,52,1,0,1,1,1,2029,0,0,0,1
680,15668886,Blakey,293,0,20,3,0,1,1,0,2161,0,0,0,1
681,15780804,Nucci,91,1,37,5,1391,0,0,1,3888,0,1,0,0
682,15613880,Higinbotham,200,1,40,5,3961,0,0,1,6884,0,0,0,1
683,15775238,Achebe,260,0,23,4,4354,0,0,1,7593,0,0,1,0
684,15786905,Russo,358,0,22,8,4938,1,0,0,4311,0,0,1,0
685,15747867,Trevisani,192,1,6,9,4485,0,0,0,4487,0,1,0,0
686,15600337,Dobie,270,1,24,2,6209,0,0,0,1455,1,0,0,1
687,15801277,Maccallum,324,0,13,2,2548,1,1,1,9093,0,1,0,0
688,15579334,Watkins,378,0,27,5,3795,0,1,0,6226,1,0,1,0
689,15802741,Mitchel,234,0,33,7,4555,0,1,0,1914,1,1,0,0
690,15720649,Ferdinand,250,0,18,5,254,0,1,0,1520,0,1,0,0
691,15589493,Otitodilinna,325,1,9,1,3438,1,1,0,3358,0,0,1,0
692,15688251,Mamelu,376,1,25,1,463,1,1,0,3860,0,1,0,0
693,15665238,Beneventi,354,1,18,8,5140,0,0,0,316,0,0,1,0
694,15740900,Perrodin,198,1,16,6,0,1,1,1,8905,0,1,0,0
695,15681068,Chinagorom,405,0,27,2,2348,0,1,1,6212,0,1,0,0
696,15748625,Napolitano,273,1,39,6,0,1,1,1,761,0,1,0,0
697,15727299,Edgar,54,1,44,1,219,0,1,1,3791,1,0,0,1
698,15620204,Walker,152,0,39,1,2044,1,1,1,6044,1,0,1,0
699,15669516,Steele,355,1,18,2,0,1,1,1,816,0,0,0,1
700,15736534,Elkins,351,1,15,0,6236,0,1,1,5399,0,0,1,0
701,15803457,Hao,359,0,14,5,0,1,1,0,4797,0,1,0,0
702,15659098,Toscano,278,1,12,7,1243,0,0,0,975,0,1,0,0
703,15603436,Savage,203,0,31,2,3790,1,0,1,6178,0,0,0,1
704,15566292,Okwuadigbo,183,1,18,1,0,1,0,1,3549,0,0,0,1
705,15808621,Mordvinova,268,1,18,2,457,1,1,1,7484,0,0,1,0
706,15580148,Welch,359,1,22,5,6034,2,1,0,1010,1,0,1,0
707,15776231,Kent,235,1,17,4,900,0,1,1,1606,0,0,1,0
708,15773809,Campbell,229,1,24,4,0,1,1,0,328,0,1,0,0
709,15649423,Cooper,189,0,17,8,0,1,0,1,528,0,1,0,0
710,15734886,Mazzi,295,0,16,3,3566,1,1,0,7430,0,1,0,0
711,15722548,Fisher,149,1,30,0,5314,0,0,0,5871,0,1,0,0
712,15650288,Summers,243,1,17,6,2889,0,1,0,6517,0,0,1,0
713,15629448,Brady,241,1,20,1,3242,0,1,0,4633,0,0,0,1
714,15716164,Nicholls,110,0,23,3,5090,0,1,0,8595,0,1,0,0
715,15807609,Yuan,259,0,7,3,845,2,1,0,829,1,0,0,1
716,15578977,Robinson,395,1,16,9,0,1,1,0,7260,0,1,0,0
